0,1,2,3,4,5,6,7,8,9,10,11
333,LS521,Phonetics and Speech,3,0,0,6,ELECTIVE,"PhD, August 2020, January 2021",,,Dr. Priyankoo Sarmah & Prof. Rohit Sinha
334,LS551,Introduction to Language Science,3,0,0,6,ELECTIVE,"PhD, August 2020, January 2021",,,Dr. Shakuntala Mahanta
335,IFST017,Joint Degree Dissertation I,0,0,8,4,Compulsory,IMDFST (July 2021 batch),,,Dr. V V Goud
336,IFST020,Dissertation Part IV,0,0,18,18,Compulsory,IMDFST (July 2020 batch),,,Dr. V V Goud
337,MA212M,Mathematical Statistics,3,0,0,6,Minor,B. Tech (Mathematics Minor)-Sem 4,G,10-05-2022(cid:10)(9:00 to 12:00),Dr. Subhamay Saha
338,MA224,Real Analysis,3,0,0,6,Compulsory,B. Tech (M&C)-Sem 4,B,05-05-2022(cid:10)(9:00 to 12:00),Dr. Pratyoosh Kumar
339,MA252,Design and Analysis of Algorithms,3,0,0,6,Compulsory,B. Tech (M&C)-Sem 4,E,08-05-2022(cid:10)(9:00 to 12:00),Dr. Kalpesh Kapoor
340,MA271,Financial Engineering - I,3,0,0,6,Compulsory,B. Tech (M&C)-Sem 4,A,04-05-2022(cid:10)(9:00 to 12:00),Dr. Siddhartha Pratim Chakrabarty
341,MA312M,Modern Algebra,3,0,0,6,Minor,B. Tech (Mathematics Minor)-Sem 6,G1,10-05-2022(cid:10)(14:00 to 17:00),Dr. K. V. Krishna
342,MA322,Scientific Computing,3,0,2,8,Compulsory,B. Tech (M&C)-Sem 6,C1,06-05-2022(cid:10)(14:00 to 17:00),Dr. Rajen Kumar Sinha
343,MA324,Statistical Inference and Multivariate Analysis,3,0,0,6,Compulsory,B. Tech (M&C)-Sem 6,B1,05-05-2022(cid:10)(14:00 to 17:00),Dr. Ayon Ganguly
344,MA351,Theory of Computation,4,0,0,8,Compulsory,B. Tech (M&C)-Sem 6,A1,04-05-2022(cid:10)(14:00 to 17:00),Dr. Sagarmoy Dutta
345,MA373,Financial Engineering - II,3,0,0,6,Compulsory,B. Tech (M&C)-Sem 6,D1,07-05-2022(cid:10)(14:00 to 17:00),Dr. Chandan Pal
346,MA374,Financial Engineering Laboratory,0,0,3,3,Compulsory,B. Tech (M&C)-Sem 6,,,"Dr. Palash Ghosh,
Dr. Chandan Pal"
347,MA477,Financial Risk Management and Modelling,3,0,0,6,Dept. Elective,B. Tech (M&C)-Sem 8,C,06-05-2022(cid:10)(9:00 to 12:00),Dr. Arabin Kumar Dey
348,MA499,Project - II,0,0,10,10,Compulsory,B. Tech (M&C)-Sem 8,,,Dr. Ayon Ganguly
349,MA510,Combinatorics,3,0,0,6,Dept. Elective,"B. Tech (M&C)-Sem 8,
M. Sc. (M&C)-Sem 4,
Ph. D. (Mathematics)-Sem 1 and 2",G1,10-05-2022(cid:10)(14:00 to 17:00),Dr. H Ramesh
350,MA512,Data Structures and Algorithms,3,0,2,8,Compulsory,M. Sc. (M&C)-Sem 2,C,06-05-2022(cid:10)(9:00 to 12:00),Dr. Ashok Singh Sairam
351,MA542,Differential Equations,4,0,0,8,Compulsory,M. Sc. (M&C)-Sem 2,D,07-05-2022(cid:10)(9:00 to 12:00),Dr. Swaroop Nandan Bora
352,MA547,Complex Analysis,3,1,0,8,Compulsory,M. Sc. (M&C)-Sem 2,E,08-05-2022(cid:10)(9:00 to 12:00),Dr. M. Guru Prem Prasad
353,MA562,Mathematical Modelling and Numerical Simulation,3,0,0,6,Dept. Elective,"B. Tech (M&C)-Sem 6 and 8,
M. Sc. (M&C)-Sem 4,
Ph.D. (Mathematics)-Sem 1 and 2",D,07-05-2022(cid:10)(9:00 to 12:00),Dr. Natesan Srinivasan
354,MA571,Numerical Linear Algebra,3,0,2,8,Compulsory,M. Sc. (M&C)-Sem 4,C1,06-05-2022(cid:10)(14:00 to 17:00),Dr. Rafikul Alam
355,MA573,Numerics of Partial Differential Equations,3,0,2,8,Compulsory,M. Sc. (M&C)-Sem 4,B1,05-05-2022(cid:10)(14:00 to 17:00),Dr. Bhupen Deka
356,MA588,R Programming Lab,0,0,3,3,Compulsory,M. Tech (data science)-Sem 2,,,Dr. Palash Ghosh
357,MA590,Probability Theory,3,1,0,8,Compulsory,M. Sc. (M&C)-Sem 2,A,04-05-2022(cid:10)(9:00 to 12:00),Dr. Sameer Kamal
358,MA591,Optimization Techniques,3,1,0,8,Compulsory,M. Sc. (M&C)-Sem 2,B,05-05-2022(cid:10)(9:00 to 12:00),Dr. Sukanta Pati
359,MA597,Queueing Theory and Applications,3,0,0,6,Dept. Elective,"B. Tech (M&C)-Sem 6,
M. Sc. (M&C)-Sem 4,
Ph.D. (Mathematics)-Sem 1 and 2",E1,08-05-2022(cid:10)(14:00 to 17:00),Dr. N. Selvaraju
360,MA601,Graphs and Matrices,3,0,0,6,Open Elective,"B. Tech (all disciplines)-Sem 8,
M. Sc. (M&C)-Sem 4,
Ph. D. (Mathematics)-Sem 1 and 2",G,10-05-2022(cid:10)(9:00 to 12:00),Dr. Bhaba Kumar Sarma
361,MA617,Design and Analysis of Algorithms,3,0,0,6,Compulsory,Ph. D. (CSE)-Sem 1,,,Dr. Partha Sarathi Mandal
362,MA618,Mathematics for Computer Science,3,0,0,6,Compulsory,Ph. D. (CSE)-Sem 1,,,Dr. Kalpesh Kapoor
363,MA619,Data Structures Lab,0,2,2,6,Compulsory,Ph. D. (CSE)-Sem 1,,,Dr. Partha Sarathi Mandal
364,MA621,Rings and Modules,3,0,0,6,Dept. Elective,"B. Tech (M&C)-Sem 6 and 8,
M. Sc. (M&C)-Sem 4,
Ph.D. (Mathematics)-Sem 1 and 2",D,07-05-2022(cid:10)(9:00 to 12:00),Dr. Vinay Wagh
365,MA 623,Introduction to Algebraic Geometry,3,0,0,6,Dept. Elective,Ph.D. (Mathematics)-Sem 1 and 2,D1,07-05-2022(cid:10)(14:00 to 17:00),Dr. Vinay Wagh
366,MA625,Linear Algebra - I,3,1,0,8,Compulsory,Ph.D. (Mathematics)-Sem 1,A1,04-05-2022(cid:10)(14:00 to 17:00),Dr. Anjan K. Chakrabarty
367,MA642,Real Analysis - I,3,1,0,8,Compulsory,Ph.D. (Mathematics)-Sem 1,B1,05-05-2022(cid:10)(14:00 to 17:00),Dr. Arup Chattopadhyay
368,MA645,Introduction to C*-Algebras,3,0,0,6,Dept. Elective,"Ph. D. (Mathematics)-Sem 1 and 2,
M. Sc. (M&C)-Sem 4",G1,10-05-2022(cid:10)(14:00 to 17:00),Dr. Anjan K. Chakrabarty
369,MA650,Advanced Course on Hardy Spaces,3,1,0,8,Dept. Elective,Ph.D. (Mathematics)-Sem 1 and 2,B,05-05-2022(cid:10)(9:00 to 12:00),Dr. Rajesh Srivastava
370,MA651,Distributed Algorithms,3,0,0,6,Dept. Elective,"B. Tech (M&C)-Sem 6 and 8,
M. Sc. (M&C)-Sem 4,
Ph.D. (Mathematics)-Sem 1 and 2,
M. Tech (data science)-Sem 2",E1,08-05-2022(cid:10)(14:00 to 17:00),Dr. Partha Sarathi Mandal
371,MA652,Approximation Algorithms,3,0,0,6,Dept. Elective,"B. Tech (M&C)-Sem 8,
M. Sc. (M&C)-Sem 4,
Ph. D. (Mathematics)-Sem 1 and 2,
M. Tech (data science)-Sem 2",D1,07-05-2022(cid:10)(14:00 to 17:00),Dr. Gautam K. Das
372,MA662,Differential Equations,3,1,0,8,Compulsory,Ph.D. (Mathematics)-Sem 1,C1,06-05-2022(cid:10)(14:00 to 17:00),Dr. Shreemayee Bora
373,MA699,Project,0,0,12,12,Compulsory,M. Sc. (M&C)-Sem 4,,,Dr. Pratyoosh Kumar
374,MA746,Fourier Analysis,4,0,0,8,Dept. Elective,Ph.D. (Mathematics)-Sem 1 and 2,A,04-05-2022(cid:10)(9:00 to 12:00),Dr. Jitendriya Swain
375,ME202M,Mechatronics,2,0,2,6,Minor,UG-IV,G,10-05-2022(cid:10)(9:00 to 12:00),SNJ
376,ME221,Fluid Mechanics – I I (Div-1),3,0,0,6,Compulsory,UG-IV,A,04-05-2022(cid:10)(9:00 to 12:00),AD
377,ME221,Fluid Mechanics – II  (Div-2),3,0,0,6,Compulsory,UG-IV,A,04-05-2022(cid:10)(9:00 to 12:00),AS
378,ME222,Manufacturing Technology – I  (Div-1),3,0,0,6,Compulsory,UG-IV,B,05-05-2022(cid:10)(9:00 to 12:00),SSV
379,ME222,Manufacturing Technology – I  (Div-2),3,0,0,6,Compulsory,UG-IV,B,05-05-2022(cid:10)(9:00 to 12:00),PSR
380,ME223,Solid Mechanics – II (Div-1),3,0,0,6,Compulsory,UG-IV,C,06-05-2022(cid:10)(9:00 to 12:00),USD
381,ME223,Solid Mechanics – II (Div-2),3,0,0,6,Compulsory,UG-IV,C,06-05-2022(cid:10)(9:00 to 12:00),NM
382,ME224,Kinematics of Machinery (Div-1),2,1,0,6,Compulsory,UG-IV,D,07-05-2022(cid:10)(9:00 to 12:00),SKP
383,ME224,Kinematics of Machinery (Div-2),2,1,0,6,Compulsory,UG-IV,D,07-05-2022(cid:10)(9:00 to 12:00),BSR
384,ME225,Mechanical Workshop – II (Div-1),0,0,6,6,Compulsory,UG-IV,,,BP
385,ME225,Mechanical Workshop – II (Div-2),0,0,6,6,Compulsory,UG-IV,,,SAT
386,ME226,"Mechanical Engineering Lab – II  (Div-1) (Kinematics, Data Acquisition, 
Turbomachinery)",0,0,3,3,Compulsory,UG-IV,,,"BSR (K)© , AS(T),DB(D)"
387,ME226,Mechanical Engineering Lab – II (Div-2),0,0,3,3,Compulsory,UG-IV,,,"AKD(T),KK(D), SMH(K)"
388,ME302M,Fundamentals of Artificial Intelligence,2,0,2,6,Minor,UG-VI,G1,10-05-2022(cid:10)(14:00 to 17:00),SMH
389,ME321,Applied Thermodynamics (Div-1),3,0,0,6,Compulsory,UG-VI,A1,04-05-2022(cid:10)(14:00 to 17:00),NS
390,ME321,Applied Thermodynamics (Div-2),3,0,0,6,Compulsory,UG-VI,A1,04-05-2022(cid:10)(14:00 to 17:00),PRM
391,ME322,Machine Design (Div I),2,0,2,6,Compulsory,UG-VI,B1,05-05-2022(cid:10)(14:00 to 17:00),SKK
392,ME322,Machine Design (Div II),2,0,2,6,Compulsory,UG-VI,B1,05-05-2022(cid:10)(14:00 to 17:00),PK
393,ME323,Mechanical Measurements (Div I),3,0,0,6,Compulsory,UG-VI,D1,07-05-2022(cid:10)(14:00 to 17:00),DB
394,ME323,Mechanical Measurements (Div II),3,0,0,6,Compulsory,UG-VI,D1,07-05-2022(cid:10)(14:00 to 17:00),BP
395,ME324,Industrial Engineering and Operations Reseach.,3,0,0,6,Compulsory,UG-VI,E1,08-05-2022(cid:10)(14:00 to 17:00),DS
396,ME324,Industrial Engineering and Operations Researc,3,0,0,6,Compulsory,UG-VI,E1,08-05-2022(cid:10)(14:00 to 17:00),MD
397,ME325,Control Systems (Div I),3,0,0,6,Compulsory,UG-VI,F1,09-05-2022(cid:10)(14:00 to 17:00),KK
398,ME325,Control Systems (Div II),3,0,0,6,Compulsory,UG-VI,F1,09-05-2022(cid:10)(14:00 to 17:00),SP
399,ME326,"Mechanical Engineering Lab – IV  (Tribology, Thermal Science, 
Instrumentation and Control)",0,0,3,3,Compulsory,UG-VI,,,"SNJ(I)©,AD(Th),SSV (Tr),IPDF(IC)"
400,ME326,Mechanical Engineering Lab – IV,0,0,3,3,Compulsory,UG-VI,,,"PRM(I),IPDF(IC),MP(Th),NM(Tr)"
401,ME511,Engineering Materials and Characterization,3,0,0,6,Compulsory,PG,E,08-05-2022(cid:10)(9:00 to 12:00),PKH
402,ME513,Physics of Deformation Processes,3,0,0,6,Compulsory,PG,A,04-05-2022(cid:10)(9:00 to 12:00),RGN
403,ME515,Manufacturing Laboratory,0,0,6,6,Compulsory,PG,,,SKP
404,ME522,Convective Heat Transfer,3,0,0,6,Compulsory,PG,A,04-05-2022(cid:10)(9:00 to 12:00),AMD
405,ME541,Continuum Mechanics,3,0,0,6,Compulsory,PG,E,08-05-2022(cid:10)(9:00 to 12:00),SSG
406,ME542,Numerical Analysis,2,0,2,6,Compulsory,PG,B,05-05-2022(cid:10)(9:00 to 12:00),AB
407,ME544,Computational Mechanics Laboratory,0,0,2,2,Compulsory,PG,,,GM
408,ME552,Aircraft Propulsion,3,0,0,6,Compulsory,PG,E,08-05-2022(cid:10)(9:00 to 12:00),VK
409,ME553,Gas Dynamics,3,0,0,6,Compulsory,PG,B,05-05-2022(cid:10)(9:00 to 12:00),BK
410,ME554,Rocket Propulsion,3,0,0,6,Compulsory,PG,C,06-05-2022(cid:10)(9:00 to 12:00),UKS
411,ME605,"Fracture, Fatigue and Failure Analysis",3,0,0,6,ELECTIVE,,C,06-05-2022(cid:10)(9:00 to 12:00),KSRKM
412,ME607,Introduction to Composite Materials,3,0,0,6,ELECTIVE,,A,04-05-2022(cid:10)(9:00 to 12:00),DC
413,ME612,Nuclear Energy: Concepts and Applications,3,0,0,6,ELECTIVE,,B,05-05-2022(cid:10)(9:00 to 12:00),DNB
414,ME615,Rotor Dynamics,3,0,0,6,ELECTIVE,,D,07-05-2022(cid:10)(9:00 to 12:00),RT
415,ME619,Fundamentals of Microfluidics,3,0,0,6,ELECTIVE,,C1,06-05-2022(cid:10)(14:00 to 17:00),SM
416,ME621,Refrigeration and Air-conditioning,3,0,0,6,ELECTIVE,,C,06-05-2022(cid:10)(9:00 to 12:00),PMK
417,ME628,Additive Manufacturing,3,0,0,6,ELECTIVE,,B,05-05-2022(cid:10)(9:00 to 12:00),SB
418,ME648,Viscous Fluid Flow,3,0,0,6,ELECTIVE,,D,07-05-2022(cid:10)(9:00 to 12:00),AKD
419,ME657,Two Phase Flow and Heat Transfer,3,0,0,6,ELECTIVE,,E,08-05-2022(cid:10)(9:00 to 12:00),MP
420,ME664,Sports Biomechanics,2,0,2,6,ELECTIVE,,F1,09-05-2022(cid:10)(14:00 to 17:00),SK
421,ME670,Computational Fluid Dynamics,3,0,0,6,ELECTIVE,,C1,06-05-2022(cid:10)(14:00 to 17:00),GM
422,ME674,Soft Computing for Engineers,3,0,0,6,ELECTIVE,,G,10-05-2022(cid:10)(9:00 to 12:00),SUP
423,ME683,Computational Gas Dynamics,3,0,0,6,ELECTIVE,,D,07-05-2022(cid:10)(9:00 to 12:00),TKM
424,ME688,Advanced machining processes,3,0,0,6,ELECTIVE,,C1,06-05-2022(cid:10)(14:00 to 17:00),RKM
425,NT705,Recent Advances in Nanotechnology,3,0,0,6,Dept. Elective,Ph.D,,,"Dr. Nageswara Rao Peela and Dr. Partho Sarathi 
Gooh Pattader"
426,PH202,Electromagnetics,3,1,0,8,Compulsory,Btech EP 4-Sem,A,04-05-2022(cid:10)(9:00 to 12:00),Dr. Alika Khare
427,PH204,Quantum Mechanics-I,2,1,0,6,Compulsory,Btech EP 4-Sem,B,05-05-2022(cid:10)(9:00 to 12:00),Dr. C.Y.Kadolkar
428,PH206,Computational Physics,2,0,2,6,Compulsory,Btech EP 4-Sem,D,07-05-2022(cid:10)(9:00 to 12:00),Dr. Tapan Mishra
429,PH208,Digital electronics & microprocessors,3,0,0,6,Compulsory,Btech EP 4-Sem,C,06-05-2022(cid:10)(9:00 to 12:00),Dr. Dilip Pal
430,PH210,General Physics Laboratory-I,0,0,6,6,Compulsory,Btech EP 4-Sem,,,"Dr. B.R.Majhi, Dr. Pankaj kr. Mishra"
431,PH282M,Engineering optics,3,0,0,6,Minor,Btech 4-Sem,G,10-05-2022(cid:10)(9:00 to 12:00),Dr. Sunil Khijwania
432,PH302,Solid state physics,2,1,0,6,Compulsory,Btech EP 6-Sem,A1,04-05-2022(cid:10)(14:00 to 17:00),Dr. Sovan Chakraborty
433,PH304,Measurement techniques,2,0,2,6,Compulsory,Btech EP 6-Sem,E1,08-05-2022(cid:10)(14:00 to 17:00),Dr. A.Srinivasan
434,PH306,Lasers and Ultra Fast Optics,3,0,0,6,Compulsory,Btech EP 6-Sem,B1,05-05-2022(cid:10)(14:00 to 17:00),"Dr. Gagan Kumar, Dr. Kanhaiya Pandey"
435,PH308,Nuclear science & technology,3,0,0,6,Compulsory,Btech EP 6-Sem,C1,06-05-2022(cid:10)(14:00 to 17:00),Dr. Udit Raha
436,PH310,Advance Physics Laboratory,0,0,0,6,Compulsory,Btech EP 6-Sem,,,"Dr. Arunansu Sil, Dr. Tapan Mishra"
437,PH312,Mini Project,0,0,0,6,Compulsory,BTech EP 6-Sem,,,Dr. Debaprasad Maity
438,PH382M,Laser Physics,3,0,0,6,Minor,BTech 6-Sem,G1,10-05-2022(cid:10)(14:00 to 17:00),Dr. Alika Khare
439,PH402,Mathematical Physics-II,2,1,0,6,Compulsory,MSc Physics 2-Sem,E,08-05-2022(cid:10)(9:00 to 12:00),"Dr. Pratima Agarwal, Dr. Debasish Borah"
440,PH404,Statistical Mechanics,3,1,0,8,Compulsory,MSc Physics 2-Sem,A,04-05-2022(cid:10)(9:00 to 12:00),Dr. Girish S Setlur
441,PH406,Quantum Mechanics-II,3,1,0,8,Compulsory,MSc Physics 2-Sem,B,05-05-2022(cid:10)(9:00 to 12:00),Dr. Soumitra Nandi
442,PH408,Measurement techniques,2,0,2,6,Compulsory,MSc Physics 2-Sem,C,06-05-2022(cid:10)(9:00 to 12:00),Dr. Uday Narayan Maiti
443,PH410,Electrodynamics-I,3,1,0,8,Compulsory,MSc Physics 2-Sem,D,07-05-2022(cid:10)(9:00 to 12:00),Dr. Tarak Nath Dey
444,PH412,General Physics Laboratory-I,0,0,6,6,Compulsory,MSc Physics 2-Sem,,,Dr. Santabarta Das; Debasish Borah
445,PH422,Project-II,0,0,0,6,Compulsory,Btech EP 8-Sem,,,Dr. Debaprasad Maity
446,PH442,Theory and Simulation of Nanostructures,3,0,0,6,Open Elective,Btech 8-Sem,G,10-05-2022(cid:10)(9:00 to 12:00),Dr. Padma Kumar Padmanabhan
447,PH451,Plasma Physics,3,0,0,6,Elective,Btech  8-Sem,A,04-05-2022(cid:10)(9:00 to 12:00),Dr. Ashwini Kr. Sharma
448,PH452,Magnetic Recording,3,0,0,6,Elective,Btech 8-Sem,E,08-05-2022(cid:10)(9:00 to 12:00),Dr. Subhash Thota
449,PH458,Applied superconductivity,3,0,0,6,"Department 
elective",Btech EP 8-Sem,B,05-05-2022(cid:10)(9:00 to 12:00),Dr. S.Ravi
450,PH464,Fundamentals of cosmology,3,0,0,6,"Department 
elective",Btech EP 8-Sem,D,07-05-2022(cid:10)(9:00 to 12:00),Dr. M.K.Nandy
451,PH466,Advanced Statistical Mechanics,3,0,0,6,Elective,Btech 8-Sem,C,06-05-2022(cid:10)(9:00 to 12:00),Dr. Sitangshu Bikas Santra
452,PH516,Advance Physics Laboratory,0,0,6,6,Compulsory,MSc Physics 4-Sem,,,"Dr. Subhash Thota, Dr. Sayan Chakrabarti"
453,PH518,Project-II,0,0,12,12,Compulsory,MSc Physics 4-Sem,,,Dr. Pankaj Mishra
454,PH524,Thin Film Phenomena,3,0,0,6,Elective,MSc Physics 4-Sem,A1,04-05-2022(cid:10)(14:00 to 17:00),Dr. Dobbidi Pamu
455,PH527,Nanostructured Materials,3,0,0,6,Elective,MSc Physics 4-Sem,B1,05-05-2022(cid:10)(14:00 to 17:00),Dr. Perumal Algrasamy
456,PH541,Quantum computation & Quantum information,3,0,0,6,"Department 
elective","MSc Physics 4-Sem,Btech 8th sem",C1,06-05-2022(cid:10)(14:00 to 17:00),Dr. K.Pandey
457,PH544,High Energy Physics,3,0,0,6,"Department 
elective","MSc Physics 4-Sem, Btech 8th sem",D1,07-05-2022(cid:10)(14:00 to 17:00),Dr. Poulose Poulose
458,PH551,Nonlinear Dynamics and Chaos,3,0,0,6,Open Elective,Btech 6-Sem,F1,09-05-2022(cid:10)(14:00 to 17:00),Dr. Amarendra Kr. Sarma
459,PH702,Statistical methods in condensed matter physics,3,0,0,6,"Department 
Elective","Phd Physics 1,2-Sem",A1,04-05-2022(cid:10)(14:00 to 17:00),Dr. Pankaj Mishra
460,PH704,Guided & Fourier wave optics,3,0,0,6,"Department 
Elective","Phd Physics 1,2-Sem",B1,05-05-2022(cid:10)(14:00 to 17:00),Dr. B.R.Boruah
461,PH706,Gravitation and Cosmology,3,0,0,6,"Department 
Elective","Phd Physics, MSc Physics 1,2,4-Sem",F1,09-05-2022(cid:10)(14:00 to 17:00),Dr. Debaprasad Maity
462,PH708,Mini Project,0,0,0,6,"Department 
Elective","PhD Physics 1,2-Sem",D1,07-05-2022(cid:10)(14:00 to 17:00),Dr. U.N.Maiti
463,RA505,Robot Sensing and Vision,3,0,0,6,Compulsory,"M.Tech (Robotics and AI, 2nd Sem)",A1,04-05-2022(cid:10)(14:00 to 17:00),Dr. Arijit Sur
464,RA506,Machine Learning,3,0,0,6,Compulsory,"M.Tech (Robotics and AI, 2nd Sem)",G1,10-05-2022(cid:10)(14:00 to 17:00),Dr. Prithwijit Guha
465,RT512,Livelihood and Entrepreneurship,3,0,0,6,Compulsory,"M.Tech/PhD, II Sem",A,04-05-2022(cid:10)(9:00 to 12:00),"Dr. Sudip Mitra, Dr. Siddhartha Singha"
466,RT514,Water Resources Management,3,0,0,6,Dept. Elective,"M.Tech/PhD, II Sem",B,05-05-2022(cid:10)(9:00 to 12:00),Dr. Meena Khwairakpam
467,RT515,Natural Resources Management,3,0,0,6,Dept. Elective,"M.Tech/PhD, II Sem",C,06-05-2022(cid:10)(9:00 to 12:00),Dr. Sudip Mitra
468,RT516,Product and Process Development in Food & Bioprocessing industries,3,0,0,6,Dept. Elective,"M.Tech/PhD, II Sem",,,Dr. Siddhartha Singha
469,RT517,Agri-horticulture Produce Processing Technology,3,0,2,8,,,D,07-05-2022(cid:10)(9:00 to 12:00),Dr. Siddhartha Singha
470,RT520,Field Work and Communication,1,0,4,6,Compulsory,"M.Tech/PhD, II Sem",E,08-05-2022(cid:10)(9:00 to 12:00),"Dr. Sudip Mitra, Dr.Siddhartha Singha, Dr. Meena 
Khwairakpam"
471,RT692,Project Phase - II,0,0,24,24,Compulsory,"M. Tech, IV Sem",,,
