code,venue,roll
ME223,L3,"240103045, 240103046, 240103047, 240103048, 240103049, 240103050, 240103052, 240103053, 240103054, 240103055, 240103056, 240103057, 240103058, 240103059, 240103060, 240103061, 240103062, 240103063, 240103065, 240103066, 240103067, 240103068, 240103069, 240103070, 240103071, 240103072, 240103073, 240103075, 240103076, 240103078, 240103079, 240103080, 240103081, 240103082, 240103083, 240103084, 240103085"
ME223,L4,"240103086, 240103089, 240103090, 240103092, 240103093, 240103094, 240103097, 240103098, 240103099, 240103100, 240103101, 240103102, 240103103, 240103104, 240103108, 240103109, 240103110, 240103111, 240103112, 240103113, 240103115, 240103117, 240103118, 240103120, 240103121, 240103122, 240103123, 240103124, 240103125, 230103059, 230103068, 230103036, 230103047"
ME224,L2,"240103051, 240103001, 240103002, 240103003, 240103004, 240103005, 240103006, 240103007, 240103008, 240103009, 240103010, 240103011, 240103012, 240103013, 240103015, 240103017, 240103018, 240103019, 240103020, 240103022, 240103023, 240103024, 240103025, 240103027, 240103028, 240103029, 240103031, 240103032, 240103033, 240103034, 240103035, 240103036, 240103037, 240103038, 240103040, 240103041"
ME224,L3,"240103042, 240103045, 240103046, 240103047, 240103048, 240103049, 240103050, 240103052, 240103053, 240103054, 240103055, 240103056, 240103057, 240103058, 240103059, 240103060, 240103061, 240103062, 240103063, 240103065, 240103066, 240103067, 240103068, 240103069, 240103070, 240103071, 240103072, 240103073, 240103075, 240103076, 240103078, 240103079, 240103080, 240103081, 240103082, 240103083"
ME224,L4,"240103084, 240103085, 240103086, 240103089, 240103090, 240103092, 240103093, 240103094, 240103097, 240103098, 240103099, 240103100, 240103101, 240103102, 240103103, 240103104, 240103108, 240103109, 240103110, 240103111, 240103112, 240103113, 240103115, 240103117, 240103118, 240103120, 240103121, 240103122, 240103123, 240103124, 240103125, 220103041"
ME302Mn,1G1,230104024
ME321,5301,"230103003, 230103004, 230103005, 230103006, 230103007, 230103009, 230103010, 230103011, 230103012, 230103013, 230103014, 230103015, 230103016, 230103018, 230103019, 230103020, 230103021, 230103022, 230103023, 230103024, 230103026, 230103027, 230103028, 230103029"
ME321,5302,"230103031, 230103032, 230103033, 230103034, 230103035, 230103036, 230103037, 230103038, 230103040, 230103041, 230103042, 230103043, 230103044, 230103045, 230103046, 230103047, 230103048, 230103049, 230103050, 230103051, 230103052, 230103053, 230103055, 230103056"
ME321,5303,"230103057, 230103058, 230103059, 230103060, 230103061, 230103062, 230103063, 230103065, 230103066, 230103067, 230103068, 230103069, 230103070, 230103071, 230103072, 230103073, 230103074, 230103076, 230103077, 230103078, 230103079, 230103080, 230103081, 230103082"
ME321,5304,"230103084, 230103085, 230103086, 230103087, 230103088, 230103089, 230103090, 230103091, 230103092, 230103093, 230103094, 230103095, 230103097, 230103098, 230103099, 230103100, 230103101, 230103102, 230103103, 230103104, 230103105, 230103106, 230103107, 230103108"
ME321,5305,"230103109, 230103112, 230103113, 230103114, 230103115, 230103116, 230103117, 230103120, 230103121, 230103122, 230103123, 230103124, 230103125, 230103126, 230103127, 230103128, 230103129, 230103130, 230103131, 230103132, 230103133"
ME322,5001,"230103003, 230103004, 230103005, 230103006, 230103007, 230103009, 230103010, 230103011, 230103012, 230103013, 230103014, 230103015, 230103016, 230103018, 230103019, 230103020, 230103021, 230103022, 230103023, 230103024, 230103026, 230103027, 230103028, 230103029, 230103031"
ME322,5002,"230103032, 230103033, 230103034, 230103035, 230103036, 230103037, 230103038, 230103040, 230103041, 230103042, 230103043, 230103044, 230103045, 230103046, 230103047, 230103048, 230103049, 230103050, 230103051, 230103052, 230103053, 230103055, 230103056, 230103057, 230103058"
ME322,5003,"230103059, 230103060, 230103061, 230103062, 230103063, 230103065, 230103066, 230103067, 230103068, 230103069, 230103070, 230103071, 230103072, 230103073, 230103074, 230103076, 230103077, 230103078, 230103079, 230103080, 230103081, 230103082, 230103084, 230103085, 230103086"
ME322,5004,"230103087, 230103088, 230103089, 230103090, 230103091, 230103092, 230103093, 230103094, 230103095, 230103097, 230103098, 230103099, 230103100, 230103101, 230103102, 230103103, 230103104, 230103105, 230103106, 230103107, 230103108, 230103109, 230103112, 230103113, 230103114"
ME322,5005,"230103115, 230103116, 230103117, 230103120, 230103121, 230103122, 230103123, 230103124, 230103125, 230103126, 230103127, 230103128, 230103129, 230103130, 230103131, 230103132, 230103133"
ME323,5401,"230103003, 230103004, 230103005, 230103006, 230103007, 230103009, 230103010, 230103011, 230103012, 230103013, 230103014, 230103015, 230103016, 230103018, 230103019, 230103020, 230103021, 230103022, 230103023, 230103024, 230103026, 230103027, 230103028, 230103029, 230103031"
ME323,5402,"230103032, 230103033, 230103034, 230103035, 230103036, 230103037, 230103038, 230103040, 230103041, 230103042, 230103043, 230103044, 230103045, 230103046, 230103047, 230103048, 230103049, 230103050, 230103051, 230103052, 230103053, 230103055, 230103056, 230103057, 230103058"
ME323,5403,"230103059, 230103060, 230103061, 230103062, 230103063, 230103065, 230103066, 230103067, 230103068, 230103069, 230103070, 230103071, 230103072, 230103073, 230103074, 230103076, 230103077, 230103078, 230103079, 230103080, 230103081, 230103082, 230103084, 230103085, 230103086"
ME323,5404,"230103087, 230103088, 230103089, 230103090, 230103091, 230103092, 230103093, 230103094, 230103095, 230103097, 230103098, 230103099, 230103100, 230103101, 230103102, 230103103, 230103104, 230103105, 230103106, 230103107, 230103108, 230103109, 230103112, 230103113, 230103114"
ME323,5405,"230103115, 230103116, 230103117, 230103120, 230103121, 230103122, 230103123, 230103124, 230103125, 230103126, 230103127, 230103128, 230103129, 230103130, 230103131, 230103132, 230103133, 210103014"
ME324,1201,"230103003, 230103004, 230103005, 230103006, 230103007, 230103009, 230103010, 230103011, 230103012, 230103013, 230103014, 230103015, 230103016, 230103018, 230103019, 230103020, 230103021, 230103022, 230103023, 230103024, 230103026, 230103027, 230103028, 230103029, 230103031, 230103032, 230103033, 230103034, 230103035"
ME324,1202,"230103036, 230103037, 230103038, 230103040, 230103041, 230103042, 230103043, 230103044, 230103045, 230103046, 230103047, 230103048, 230103049, 230103050, 230103051, 230103052, 230103053, 230103055, 230103056, 230103057, 230103058, 230103059, 230103060, 230103061, 230103062, 230103063, 230103065, 230103066, 230103067"
ME324,1203,"230103068, 230103069, 230103070, 230103071, 230103072, 230103073, 230103074, 230103076, 230103077, 230103078, 230103079, 230103080, 230103081, 230103082, 230103084, 230103085, 230103086, 230103087, 230103088, 230103089, 230103090, 230103091, 230103092, 230103093, 230103094, 230103095, 230103097, 230103098, 230103099, 230103100"
ME324,1205,"230103101, 230103102, 230103103, 230103104, 230103105, 230103106, 230103107, 230103108, 230103109, 230103112, 230103113, 230103114, 230103115, 230103116, 230103117, 230103120, 230103121, 230103122, 230103123, 230103124, 230103125, 230103126, 230103127, 230103128, 230103129, 230103130, 230103131, 230103132, 230103133, 210103014"
ME325,5301,"230103003, 230103004, 230103005, 230103006, 230103007, 230103009, 230103010, 230103011, 230103012, 230103013, 230103014, 230103015, 230103016, 230103018, 230103019, 230103020, 230103021, 230103022, 230103023, 230103024, 230103026, 230103027, 230103028, 230103029, 230103031"
ME325,5302,"230103032, 230103033, 230103034, 230103035, 230103036, 230103037, 230103038, 230103040, 230103041, 230103042, 230103043, 230103044, 230103045, 230103046, 230103047, 230103048, 230103049, 230103050, 230103051, 230103052, 230103053, 230103055, 230103056, 230103057, 230103058"
ME325,5303,"230103059, 230103060, 230103061, 230103062, 230103063, 230103065, 230103066, 230103067, 230103068, 230103069, 230103070, 230103071, 230103072, 230103073, 230103074, 230103076, 230103077, 230103078, 230103079, 230103080, 230103081, 230103082, 230103084, 230103085, 230103086"
ME325,5304,"230103087, 230103088, 230103089, 230103090, 230103091, 230103092, 230103093, 230103094, 230103095, 230103097, 230103098, 230103099, 230103100, 230103101, 230103102, 230103103, 230103104, 230103105, 230103106, 230103107, 230103108, 230103109, 230103112, 230103113, 230103114"
ME325,5305,"230103115, 230103116, 230103117, 230103120, 230103121, 230103122, 230103123, 230103124, 230103125, 230103126, 230103127, 230103128, 230103129, 230103130, 230103131, 230103132, 230103133, 240103048, 210103014"
ME501,1202,"254103207, 254103432, 254103011, 254103201, 254103206, 254103209, 254103210, 254103212, 254103213, 254103215, 254103216, 254103217, 254103218, 254103220, 254103320, 254103321, 254103323, 254103332, 254103414, 226103104"
ME503,5301,"256103101, 256103103, 256103105, 256103106, 256103106, 256103107, 256103108, 256103110, 256103111, 254103001, 254103002, 254103004, 254103005, 254103006, 254103007, 254103008, 254103009, 254103010, 254103011, 254103101, 254103102, 254103103, 254103104, 254103105, 254103106"
ME503,5302,"254103107, 254103108, 254103109, 254103110, 254103201, 254103202, 254103204, 254103205, 254103206, 254103207, 254103208, 254103209, 254103210, 254103211, 254103212, 254103213, 254103214, 254103215, 254103216, 254103217, 254103218, 254103219, 254103220, 254103301, 254103302"
ME503,5303,"254103304, 254103305, 254103306, 254103307, 254103308, 254103309, 254103312, 254103313, 254103314, 254103315, 254103316, 254103317, 254103318, 254103319, 254103320, 254103321, 254103322, 254103323, 254103324, 254103325, 254103326, 254103327, 254103328, 254103329, 254103330"
ME503,5304,"254103331, 254103332, 254103333, 254103334, 254103401, 254103402, 254103403, 254103404, 254103405, 254103406, 254103407, 254103408, 254103409, 254103410, 254103411, 254103412, 254103413, 254103414, 254103416, 254103417, 254103418, 254103419, 254103420, 254103421, 254103422"
ME503,5305,"254103424, 254103425, 254103426, 254103427, 254103428, 254103429, 254103430, 254103431, 254103432, 254103433, 254103434, 254103435, 254103436, 254103437, 254103439, 254103441, 256103005"
ME511,2202,"256103103, 256103112, 256107110, 254103201, 254103202, 254103204, 254103205, 254103206, 254103207, 254103208, 254103209, 254103210, 254103211, 254103212, 254103213, 254103214, 254103215, 254103216, 254103217, 254103218, 254103219, 254103220, 256103001, 256103017"
ME513,L1,"254103201, 254103202, 254103204, 254103205, 254103206, 254103207, 254103208, 254103209, 254103210, 254103211, 254103212, 254103213, 254103214, 254103215, 254103216, 254103217, 254103218, 254103219, 254103220, 246104101"
ME522,5403,"256103104, 256103107, 256103108, 256103110, 256103111, 254103007, 254103008, 254103009, 254103010, 254103301, 254103302, 254103304, 254103305, 254103306, 254103307, 254103308, 254103309, 254103312, 254103313, 254103314, 254103315, 254103316"
ME522,5404,"254103317, 254103318, 254103319, 254103320, 254103321, 254103322, 254103323, 254103324, 254103325, 254103326, 254103327, 254103328, 254103329, 254103330, 254103331, 254103332, 254103333, 254103334"
ME541,L1,"220103007, 220103009, 220103014, 220103024, 220103036, 220103039, 220103070, 220103071, 220103122, 220103135, 220103136, 254103101, 254103102, 254103103, 254103104, 254103105, 254103106, 254103107, 254103108, 254103109, 254103110, 254103401, 254103402, 254103403, 254103404, 254103405, 254103406, 254103407, 254103408, 254103409"
ME541,L2,"254103410, 254103412, 254103413, 254103414, 254103416, 254103417, 254103418, 254103419, 254103420, 254103421, 254103422, 254103424, 254103425, 254103426, 254103427, 254103428, 254103429, 254103430, 254103431, 254103432, 254103433, 254103434, 254103435, 254103436, 254103437, 254103439, 254103441, 246104101, 256103005"
ME542,1203,"256103101, 256103106, 256103107, 256103108, 220103009, 220103018, 220103019, 220103024, 220103026, 220103030, 220103036, 220103037, 220103040, 220103054, 220103068, 220103077, 220103079, 220103112, 220103113, 220103114, 220103115, 220103116, 220103117, 220103122, 220103128, 220103134, 220103138, 230103004"
ME542,1205,"230103070, 230103082, 230103085, 230103112, 230103114, 230103116, 230103121, 254103101, 254103102, 254103103, 254103104, 254103105, 254103106, 254103107, 254103108, 254103109, 254103110, 254103214, 254103307, 254103411, 254103414, 254103416, 254103420, 254103431, 254103439, 246104101, 256103005, 256103015"
ME552,5402,"256103107, 256103111, 220103001, 220103004, 220103006, 220103007, 220103009, 220103010, 220103014, 220103018, 220103023, 220103025, 220103027, 220103028, 220103029, 220103034, 220103037, 220103038, 220103039, 220103040, 220103045, 220103047, 220103050, 220103060, 220103061"
ME552,5403,"220103064, 220103070, 220103071, 220103074, 220103075, 220103079, 220103080, 220103081, 220103083, 220103085, 220103086, 220103087, 220103088, 220103089, 220103090, 220103098, 220103099, 220103100, 220103101, 220103102, 220103103, 220103104, 220103105, 220103106, 220103107"
ME552,5404,"220103108, 220103113, 220103115, 220103116, 220103117, 220103118, 220103119, 220103120, 220103121, 220103123, 220103126, 220103128, 220103129, 220103132, 220103133, 220103134, 220103135, 220103136, 220103137, 220103138, 220103056, 254103001, 254103002, 254103004, 254103005"
ME552,5405,"254103006, 254103007, 254103008, 254103009, 254103010, 254103011, 254103105, 254103110, 254103301, 254103302, 254103304, 254103305, 254103306, 254103307, 254103308, 254103309, 254103312, 254103313, 254103314, 254103315, 254103316, 254103317, 254103318, 254103319, 254103320"
ME552,5406,"254103321, 254103322, 254103323, 254103324, 254103325, 254103326, 254103327, 254103328, 254103329, 254103330, 254103331, 254103332, 254103333, 254103334, 256103010"
ME553,1203,"230103013, 230103018, 230103022, 230103031, 230103036, 230103038, 230103042, 230103046, 230103049, 230103056, 230103057, 230103060, 230103069, 230103073, 230103074, 230103076, 230103093, 230103101, 230103117, 230103128, 240103048, 254103001, 254103002, 254103004, 254103005, 254103006, 254103007, 254103008, 254103009, 254103010"
ME553,1205,"254103011, 254103107, 254103301, 254103302, 254103304, 254103305, 254103306, 254103307, 254103308, 254103309, 254103312, 254103313, 254103314, 254103316, 254103317, 254103318, 254103319, 254103320, 254103321, 254103322, 254103323, 254103324, 254103325, 254103326, 254103327, 254103328, 254103329, 254103330, 254103331, 254103332, 254103334, 256103010"
ME554,L2,"220103001, 220103003, 220103004, 220103006, 220103007, 220103008, 220103010, 220103012, 220103014, 220103016, 220103017, 220103018, 220103019, 220103020, 220103022, 220103023, 220103024, 220103027, 220103028, 220103029, 220103030, 220103034, 220103035, 220103037, 220103038, 220103039, 220103040, 220103041, 220103043, 220103045, 220103047, 220103048, 220103050"
ME554,L3,"220103053, 220103054, 220103055, 220103056, 220103057, 220103060, 220103061, 220103063, 220103064, 220103066, 220103070, 220103071, 220103074, 220103075, 220103080, 220103081, 220103083, 220103085, 220103086, 220103087, 220103088, 220103089, 220103090, 220103091, 220103094, 220103096, 220103103, 220103104, 220103105, 220103107, 220103108, 220103109, 220103112, 220103113"
ME554,L4,"220103114, 220103115, 220103116, 220103117, 220103118, 220103119, 220103120, 220103121, 220103123, 220103124, 220103125, 220103126, 220103128, 220103130, 220103132, 220103133, 220103135, 220103136, 220103137, 220103138, 254103001, 254103002, 254103004, 254103005, 254103006, 254103007, 254103008, 254103009, 254103010, 254103011, 254103110, 256103010"
ME606,L3,"256103112, 220103078, 220103073, 220103083, 220103095, 220103098, 220103100, 220103109, 220103124, 220103129, 220103131, 254103206, 254103210, 254103218, 254103220"
ME607,1203,"256103101, 256103103, 230103005, 230103009, 230103016, 230103035, 230103037, 230103043, 230103045, 230103052, 230103055, 230103063, 230103068, 230103084, 230103091, 230103092, 230103098, 230103099, 230103127, 230103133, 254103102, 254103103, 254103106, 254103108, 254103109, 254103401, 254103402, 254103403, 254103404, 254103405"
ME607,1205,"254103406, 254103407, 254103409, 254103410, 254103411, 254103412, 254103413, 254103414, 254103417, 254103418, 254103419, 254103420, 254103421, 254103422, 254103424, 254103425, 254103426, 254103427, 254103428, 254103429, 254103430, 254103431, 254103432, 254103433, 254103434, 254103435, 254103436, 254103437, 254103441, 256103005"
ME610,1201,"210103084, 220103078, 220103003, 220103006, 220103008, 220103012, 220103015, 220103016, 220103017, 220103020, 220103026, 220103032, 220103034, 220103041, 220103042, 220103044, 220103046, 220103048, 220103049, 220103050, 220103053, 220103054, 220103055, 220103059, 220103060, 220103062, 220103063, 220103064, 220103065"
ME610,1202,"220103073, 220103074, 220103077, 220103081, 220103096, 220103099, 220103125, 220103127, 220103131, 240103048, 240103058, 244103404, 254103101, 254103102, 254103103, 254103105, 254103106, 254103109, 254103314, 254103401, 254103402, 254103403, 254103404, 254103405, 254103406, 254103407, 254103408, 254103409, 254103410"
ME610,1204,"254103411, 254103412, 254103413, 254103414, 254103416, 254103417, 254103418, 254103420, 254103421, 254103422, 254103424, 254103425, 254103427, 254103428, 254103429, 254103430, 254103432, 254103433, 254103434, 254103435, 254103436, 254103437, 254103439, 254103441"
ME612,L1,"230103006, 230103012, 230103021, 230103051, 230103097, 254103002, 254103004, 254103006, 254103301, 254103304, 254103306, 254103308, 254103312, 254103315, 254103319, 254103322, 254103323, 254103328, 254103333, 254103334, 254107105"
ME615,5001,"220103003, 220103022, 220103030, 220103032, 220103035, 220103042, 220103044, 220103046, 220103049, 220103053, 220103055, 220103057, 220103059, 220103062, 220103063, 220103065, 220103091, 220103094, 220103096, 254103108, 254103401, 254103402, 254103403, 254103404, 254103405"
ME615,5002,"254103406, 254103407, 254103408, 254103409, 254103411, 254103413, 254103417, 254103418, 254103419, 254103420, 254103421, 254103422, 254103424, 254103426, 254103427, 254103429, 254103430, 254103431, 254103436, 254103437, 254103441, 256103012"
ME617,5401,"256103103, 256103104, 256103105, 256103110, 256103112, 256107110, 220103078, 210103084, 220103001, 220103004, 220103008, 220103010, 220103012, 220103015, 220103016, 220103017, 220103020, 220103022, 220103023, 220103025, 220103027, 220103028, 220103029, 220103032, 220103035, 220103036"
ME617,5402,"220103038, 220103041, 220103042, 220103043, 220103044, 220103045, 220103046, 220103047, 220103048, 220103049, 220103056, 220103057, 220103059, 220103062, 220103065, 220103066, 220103073, 220103079, 220103085, 220103086, 220103091, 220103094, 220103095, 220103098, 220103099, 220103100"
ME617,5403,"220103101, 220103102, 220103103, 220103104, 220103105, 220103106, 220103107, 220103108, 220103109, 220103114, 220103118, 220103119, 220103120, 220103121, 220103123, 220103127, 220103129, 220103131, 220103132, 220103133, 220103134, 220103137, 230103003, 230103007, 230103010, 230103015"
ME617,5404,"230103019, 230103020, 230103023, 230103026, 230103029, 230103032, 230103034, 230103040, 230103041, 230103044, 230103050, 230103058, 230103059, 230103061, 230103065, 230103071, 230103072, 230103077, 230103078, 230103080, 230103086, 230103088, 230103089, 230103090, 230103094, 230103095"
ME617,5405,"230103102, 230103103, 230103104, 230103105, 230103106, 230103107, 230103113, 230103115, 230103120, 230103122, 230103126, 230103129, 230103130, 230103132, 220103074, 254103201, 254103202, 254103204, 254103205, 254103206, 254103207, 254103208, 254103209, 254103210, 254103211, 254103212"
ME617,5406,"254103213, 254103214, 254103215, 254103216, 254103218, 254103220, 254103410, 254103412, 254103419, 254103421, 254103425, 254103428, 254103432, 254103433, 254103434, 236158001, 256103001, 256103011, 256103017, 256107008"
ME618,L2,"230103033, 230103048, 230103124, 230103125, 254103104, 254103439, 246104101, 256103005"
ME619,1205,"256103104, 256103107, 256103108, 256103111, 254103301, 254103302, 254103304, 254103305, 254103306, 254103308, 254103309, 254103312, 254103313, 254103314, 254103315, 254103316, 254103317, 254103318, 254103319, 254103320, 254103321, 254103322, 254103323, 254103324, 254103325, 254103326, 254103327, 254103328, 254103329, 254103330, 254103331, 254103332, 254103333, 254103334"
ME622,1G2,"230103062, 230103066, 230103067, 230103108, 230103123, 244351007, 254103001, 254103002, 254103007, 254103011, 244103328"
ME623,1G1,"230103011, 230103014, 230103024, 230103027, 230103028, 230103053, 230103079, 230103081, 230103087, 230103100, 230103109, 230103131, 254103201, 254103208, 254103216, 254103219"
ME640,5301,"256103102, 256103105, 256103106, 220101003, 220101078, 220103078, 220101002, 220101005, 220101007, 220101016, 220101017, 220101018, 220101021, 220101022, 220101025, 220101027, 220101032, 220101033, 220101034, 220101035, 220101038, 220101040, 220101042, 220101043, 220101046, 220101047, 220101050"
ME640,5302,"220101053, 220101057, 220101058, 220101059, 220101060, 220101061, 220101062, 220101063, 220101067, 220101068, 220101069, 220101071, 220101074, 220101075, 220101077, 220101083, 220101085, 220101088, 220101089, 220101090, 220101091, 220101092, 220101093, 220101094, 220101095, 220101096, 220101098"
ME640,5303,"220101100, 220101101, 220101102, 220101103, 220101104, 220101106, 220101108, 220101112, 220101115, 220101116, 220101117, 220101119, 220101120, 220101121, 220101123, 220101125, 220103001, 220103003, 220103004, 220103006, 220103007, 220103008, 220103009, 220103010, 220103012, 220103014, 220103015"
ME640,5304,"220103016, 220103019, 220103020, 220103022, 220103023, 220103024, 220103025, 220103026, 220103027, 220103028, 220103029, 220103030, 220103034, 220103035, 220103037, 220103038, 220103039, 220103040, 220103041, 220103042, 220103043, 220103044, 220103047, 220103048, 220103054, 220103059, 220103061"
ME640,5305,"220103062, 220103063, 220103064, 220103068, 220103071, 220103075, 220103079, 220103080, 220103083, 220103087, 220103088, 220103090, 220103091, 220103094, 220103098, 220103099, 220103101, 220103102, 220103103, 220103104, 220103105, 220103106, 220103107, 220103109, 220103112, 220103113, 220103114"
ME640,5306,"220103116, 220103117, 220103118, 220103119, 220103120, 220103121, 220103123, 220103124, 220103125, 220103126, 220103128, 220103130, 220103132, 220103134, 220103135, 220103136, 220103137, 220103138, 220104036, 220104113, 220106009, 220106010, 220106017, 220106051, 220107011, 220107037, 220107039"
ME640,5401,"220107058, 220107065, 220121016, 220122010, 220123001, 220123004, 220123006, 220123007, 220123008, 220123009, 220123014, 220123017, 220123018, 220123026, 220123032, 220123033, 220123061, 170101025, 254103001, 254103004, 254103006, 254103008, 254103009, 254103010, 254103011, 254103101, 254103102"
ME640,5402,"254103103, 254103104, 254103105, 254103106, 254103108, 254103109, 254103202, 254103204, 254103205, 254103209, 254103211, 254103212, 254103213, 254103214, 254103215, 254103217, 254103219, 254103302, 254103305, 254103309, 254103313, 254103314, 254103315, 254103316, 254103317, 254103318, 254103320"
ME640,5403,"254103321, 254103324, 254103325, 254103326, 254103327, 254103329, 254103330, 254103331, 254103332, 254103333, 254103401, 254103402, 254103403, 254103404, 254103405, 254103406, 254103407, 254103408, 254103409, 254103410, 254103411, 254103412, 254103413, 254103416, 254103417, 254103419, 254103422"
ME640,5404,"254103425, 254103426, 254103428, 254103429, 254103430, 254103431, 254103432, 254103433, 254103434, 254103435, 254103436, 254103437, 254103439, 254103441, 256103004, 256103008, 256103012"
ME664,5402,"256103101, 254103104, 254103414, 254103416, 254103418, 254103424, 254103426, 254103427, 254103435, 256103005"
ME670,5405,"220103068, 220103130, 254103107, 254103110, 254103307, 256123002, 256123007"
ME696,5301,"256103102, 256103105, 256153101, 220101016, 220101021, 220101022, 220101032, 220101039, 220101047, 220101050, 220101059, 220101060, 220101069, 220101072, 220101075, 220101077, 220101083, 220101091, 220101096, 220101098, 220101100, 220101103, 220101104, 220101106"
ME696,5302,"220101119, 220101122, 220101125, 220102061, 220102089, 220103019, 220103022, 220103025, 220103035, 220103041, 220103044, 220103049, 220103057, 220103066, 220103079, 220103099, 220103103, 220103112, 220103118, 220103124, 220103126, 220103132, 220103134, 220103136"
ME696,5303,"220103138, 220104023, 220104067, 220104069, 220104083, 220104088, 220104090, 220104097, 220104108, 220106016, 220106024, 220106039, 220106041, 220106045, 220106047, 220106089, 220107021, 220107024, 220107041, 220107043, 220107048, 220107061, 220107073, 220107078"
ME696,5304,"220107085, 220107088, 220107105, 220108055, 220108060, 220108064, 220108068, 220121024, 220121061, 220122053, 220122057, 220122063, 220123016, 220123041, 220123052, 220123065, 220123071, 220150003, 220150011, 220150021, 220150030, 220150035, 220151005, 254103101"
ME696,5305,"254103107, 254103217, 254159003, 254159004, 254159006, 254159007, 254159008, 254159013, 254159014, 254159016, 254159020, 234159017, 206156110 , 236158001, 256103012, 256106018, 256159002, 206156110"
ME1092M,2203,"250101072, 250101114, 250102019, 250102038, 250102228, 250102233, 250102246, 250102247, 250102252, 250102264, 250103007, 250103010, 250103015, 250103030, 250103032, 250103040, 250103050, 250103079, 250103081, 250103087, 250104012, 250104014, 250104021, 250104025, 250104026, 250104029, 250104044, 250104071, 250104075, 250104083, 250104091, 250106012, 250106023, 250106067, 250121058, 250122049, 250122065"
ME1092M,2204,"250123059, 250150021, 250150038, 250150045, 250151019, 250359015, 250359023, 250205016, 250205017, 250205019, 250205020, 250205025, 250205026, 250205031, 250205032, 250205033, 250205035, 250205037, 250205041, 250205042, 250205043, 250205050, 250205054"
ME1204,5401,"250103001, 250103002, 250103003, 250103004, 250103005, 250103006, 250103007, 250103008, 250103009, 250103010, 250103011, 250103012, 250103013, 250103014, 250103015, 250103016, 250103018, 250103019, 250103020, 250103021, 250103022, 250103023, 250103024, 250103025"
ME1204,5402,"250103026, 250103027, 250103028, 250103030, 250103031, 250103032, 250103033, 250103034, 250103035, 250103036, 250103037, 250103038, 250103039, 250103040, 250103041, 250103042, 250103044, 250103045, 250103046, 250103047, 250103048, 250103049, 250103050, 250103051"
ME1204,5403,"250103052, 250103053, 250103054, 250103055, 250103056, 250103057, 250103058, 250103059, 250103060, 250103061, 250103063, 250103064, 250103065, 250103066, 250103067, 250103068, 250103069, 250103070, 250103071, 250103072, 250103073, 250103074, 250103075, 250103076"
ME1204,5404,"250103077, 250103078, 250103079, 250103080, 250103081, 250103082, 250103083, 250103084, 250103085, 250103086, 250103087, 250103088, 250103089, 250103090, 250103091, 250103092, 250103093, 250103094, 250103095, 250103096, 250103097, 250103098, 250103099, 250103100"
ME1204,5405,"250103101, 250103102, 250103103, 250103104, 250103105, 250103106, 250103107, 250103108, 250103109, 250103110, 250103111, 250103112, 250103113, 250103114, 250103115, 250103116, 250103117, 250103118, 250103119, 250103120, 240102008, 240103039"
ME1205,5301,"250103001, 250103002, 250103003, 250103004, 250103005, 250103006, 250103007, 250103008, 250103009, 250103010, 250103011, 250103012, 250103013, 250103014, 250103015, 250103016, 250103018, 250103019, 250103020, 250103021, 250103022, 250103023, 250103024, 250103025, 250103026"
ME1205,5302,"250103027, 250103028, 250103030, 250103031, 250103032, 250103033, 250103034, 250103035, 250103036, 250103037, 250103038, 250103039, 250103040, 250103041, 250103042, 250103044, 250103045, 250103046, 250103047, 250103048, 250103049, 250103050, 250103051, 250103052, 250103053"
ME1205,5303,"250103054, 250103055, 250103056, 250103057, 250103058, 250103059, 250103060, 250103061, 250103063, 250103064, 250103065, 250103066, 250103067, 250103068, 250103069, 250103070, 250103071, 250103072, 250103073, 250103074, 250103075, 250103076, 250103077, 250103078, 250103079"
ME1205,5304,"250103080, 250103081, 250103082, 250103083, 250103084, 250103085, 250103086, 250103087, 250103088, 250103089, 250103090, 250103091, 250103092, 250103093, 250103094, 250103095, 250103096, 250103097, 250103098, 250103099, 250103100, 250103101, 250103102, 250103103, 250103104"
ME1205,5305,"250103105, 250103106, 250103107, 250103108, 250103109, 250103110, 250103111, 250103112, 250103113, 250103114, 250103115, 250103116, 250103117, 250103118, 250103119, 250103120"
ME1206,5301,"250103001, 250103002, 250103003, 250103004, 250103005, 250103006, 250103007, 250103008, 250103009, 250103010, 250103011, 250103012, 250103013, 250103014, 250103015, 250103016, 250103018, 250103019, 250103020, 250103021, 250103022, 250103023, 250103024, 250103025"
ME1206,5302,"250103026, 250103027, 250103028, 250103030, 250103031, 250103032, 250103033, 250103034, 250103035, 250103036, 250103037, 250103038, 250103039, 250103040, 250103041, 250103042, 250103044, 250103045, 250103046, 250103047, 250103048, 250103049, 250103050, 250103051"
ME1206,5303,"250103052, 250103053, 250103054, 250103055, 250103056, 250103057, 250103058, 250103059, 250103060, 250103061, 250103063, 250103064, 250103065, 250103066, 250103067, 250103068, 250103069, 250103070, 250103071, 250103072, 250103073, 250103074, 250103075, 250103076"
ME1206,5304,"250103077, 250103078, 250103079, 250103080, 250103081, 250103082, 250103083, 250103084, 250103085, 250103086, 250103087, 250103088, 250103089, 250103090, 250103091, 250103092, 250103093, 250103094, 250103095, 250103096, 250103097, 250103098, 250103099, 250103100"
ME1206,5305,"250103101, 250103102, 250103103, 250103104, 250103105, 250103106, 250103107, 250103108, 250103109, 250103110, 250103111, 250103112, 250103113, 250103114, 250103115, 250103116, 250103117, 250103118, 250103119, 250103120"
